iteration NAG_constant_time_X NAG_constant_time_Y NAG_constant_objective_X NAG_constant_objective_Y NAG_constant_hpwl_X NAG_constant_hpwl_Y NAG_constant_euclidean_norm_X NAG_constant_euclidean_norm_Y NAG_scaled-by-sqrt_time_X NAG_scaled-by-sqrt_time_Y NAG_scaled-by-sqrt_objective_X NAG_scaled-by-sqrt_objective_Y NAG_scaled-by-sqrt_hpwl_X NAG_scaled-by-sqrt_hpwl_Y NAG_scaled-by-sqrt_euclidean_norm_X NAG_scaled-by-sqrt_euclidean_norm_Y NAG_observed-lipschitz_time_X NAG_observed-lipschitz_time_Y NAG_observed-lipschitz_objective_X NAG_observed-lipschitz_objective_Y NAG_observed-lipschitz_hpwl_X NAG_observed-lipschitz_hpwl_Y NAG_observed-lipschitz_euclidean_norm_X NAG_observed-lipschitz_euclidean_norm_Y NAG_min-observed-lipschitz_time_X NAG_min-observed-lipschitz_time_Y NAG_min-observed-lipschitz_objective_X NAG_min-observed-lipschitz_objective_Y NAG_min-observed-lipschitz_hpwl_X NAG_min-observed-lipschitz_hpwl_Y NAG_min-observed-lipschitz_euclidean_norm_X NAG_min-observed-lipschitz_euclidean_norm_Y NAG_barzilai-borwein_time_X NAG_barzilai-borwein_time_Y NAG_barzilai-borwein_objective_X NAG_barzilai-borwein_objective_Y NAG_barzilai-borwein_hpwl_X NAG_barzilai-borwein_hpwl_Y NAG_barzilai-borwein_euclidean_norm_X NAG_barzilai-borwein_euclidean_norm_Y NAG_backtracking-line-search_time_X NAG_backtracking-line-search_time_Y NAG_backtracking-line-search_objective_X NAG_backtracking-line-search_objective_Y NAG_backtracking-line-search_hpwl_X NAG_backtracking-line-search_hpwl_Y NAG_backtracking-line-search_euclidean_norm_X NAG_backtracking-line-search_euclidean_norm_Y GD_constant_time_X GD_constant_time_Y GD_constant_objective_X GD_constant_objective_Y GD_constant_hpwl_X GD_constant_hpwl_Y GD_constant_euclidean_norm_X GD_constant_euclidean_norm_Y GD_scaled-by-sqrt_time_X GD_scaled-by-sqrt_time_Y GD_scaled-by-sqrt_objective_X GD_scaled-by-sqrt_objective_Y GD_scaled-by-sqrt_hpwl_X GD_scaled-by-sqrt_hpwl_Y GD_scaled-by-sqrt_euclidean_norm_X GD_scaled-by-sqrt_euclidean_norm_Y GD_observed-lipschitz_time_X GD_observed-lipschitz_time_Y GD_observed-lipschitz_objective_X GD_observed-lipschitz_objective_Y GD_observed-lipschitz_hpwl_X GD_observed-lipschitz_hpwl_Y GD_observed-lipschitz_euclidean_norm_X GD_observed-lipschitz_euclidean_norm_Y GD_min-observed-lipschitz_time_X GD_min-observed-lipschitz_time_Y GD_min-observed-lipschitz_objective_X GD_min-observed-lipschitz_objective_Y GD_min-observed-lipschitz_hpwl_X GD_min-observed-lipschitz_hpwl_Y GD_min-observed-lipschitz_euclidean_norm_X GD_min-observed-lipschitz_euclidean_norm_Y GD_barzilai-borwein_time_X GD_barzilai-borwein_time_Y GD_barzilai-borwein_objective_X GD_barzilai-borwein_objective_Y GD_barzilai-borwein_hpwl_X GD_barzilai-borwein_hpwl_Y GD_barzilai-borwein_euclidean_norm_X GD_barzilai-borwein_euclidean_norm_Y GD_backtracking-line-search_time_X GD_backtracking-line-search_time_Y GD_backtracking-line-search_objective_X GD_backtracking-line-search_objective_Y GD_backtracking-line-search_hpwl_X GD_backtracking-line-search_hpwl_Y GD_backtracking-line-search_euclidean_norm_X GD_backtracking-line-search_euclidean_norm_Y
169 1084.4 1078.3 2.56519 8.2073 3.15274 9.06757 0.0594032575 1.1538756399999999 1173.6000000000001 1165.3 2.72458 1.28538 3.20634 2.06 0.013296645 0.47131703750000004 1119.6 1112.9 2.56475 1.25278 3.16192 1.90574 0.10734619000000001 0.11726814 1204.0 1195.3 2.56519 1.25283 3.15274 1.90575 0.0594032575 0.11730799500000001 1159.4 1152.5 2.56534 1.26121 3.1464 1.90024 0.0086667275 0.0084556875 1675.0 1674.9 2.57597 1.25664 3.15176 1.89715 0.008761900000000001 0.008363597499999998 783.1 775.6 2.75386 8.98448 3.22112 9.23342 0.016484310000000002 1.0935898924999998 834.1 826.1 2.77469 1.65634 3.23763 2.0611 0.0198057925 0.02654227 783.4000000000001 776.0999999999999 2.65889 1.42079 3.1775 1.98187 0.011882275 0.0351929725 815.3 807.4000000000001 2.75386 1.66654 3.22112 2.06105 0.016484310000000002 0.02657772 822.0 813.9000000000001 2.49633 1.25524 3.11922 1.95288 0.008006365000000001 0.3508709525 1388.7 1388.7 2.75386 1.71035 3.22112 2.06992 0.016484310000000002 0.029637165
170 1090.5 1084.4 2.56368 3.16143 3.15258 4.08397 0.060461225 1.134247685 1180.4 1172.3 2.72425 1.28258 3.20619 2.05923 0.01327156 0.4744209975 1126.4 1119.7 2.56324 1.25135 3.16135 1.90524 0.107416105 0.1171007925 1210.9 1202.2 2.56368 1.25141 3.15258 1.90524 0.060461225 0.1171403025 1165.9 1159.4 2.56385 1.25974 3.14585 1.89953 0.0086480075 0.0083977925 1684.6999999999998 1684.6 2.57491 1.25547 3.15138 1.89664 0.008747755 0.0083202025 787.7 780.1 2.75374 4.97136 3.22104 5.23165 0.016468820000000002 1.108146555 838.8000000000001 830.9 2.77467 1.65582 3.23762 2.061 0.019802575 0.02650638 788.0999999999999 780.5 2.66339 1.42051 3.19913 1.98082 0.17829861249999998 0.014601435000000001 820.0 812.0999999999999 2.75374 1.6659 3.22104 2.06091 0.016468820000000002 0.026534982500000002 826.9000000000001 818.5 2.49624 1.23347 3.11922 1.90858 0.008043519999999998 0.0997946575 1396.8 1396.8 2.75374 1.70982 3.22104 2.06981 0.016468820000000002 0.02959807
171 1096.9 1090.5 2.56217 8.33282 3.15212 9.19007 0.061548315 1.1570414475 1187.2 1179.1000000000001 2.72392 1.28124 3.20604 2.05961 0.013246675 0.471589975 1132.9 1126.4 2.5617 1.24995 3.16104 1.90475 0.1081004175 0.1168251225 1217.9 1209.2 2.56217 1.25 3.15212 1.90476 0.061548315 0.1168644325 1172.3 1165.9 2.56236 1.25828 3.14531 1.89888 0.0086294825 0.008340165 1694.3999999999999 1694.3 2.57385 1.25431 3.15101 1.89615 0.0087337375 0.00827697 792.2 784.7 2.75362 9.00418 3.22096 9.25315 0.016453385 1.0937300825 843.5 835.6 2.77466 1.6553 3.2376 2.06089 0.019799375 0.026470747500000003 792.7 785.0999999999999 2.66496 1.42042 3.2055 1.98078 0.20489910249999999 0.014528000000000001 824.7 817.0 2.75362 1.66525 3.22096 2.06077 0.016453385 0.026492454999999998 831.5999999999999 823.8 2.49622 1.23178 3.11917 1.90348 0.00799121 0.0100518675 1405.0 1405.0 2.75362 1.70929 3.22096 2.06971 0.016453385 0.029559125000000002
172 1103.1 1096.9 2.56066 3.16845 3.15195 4.09835 0.0626326275 1.1325701400000001 1194.2 1185.9 2.7236 1.27849 3.20589 2.0588 0.013221985 0.4746481375 1139.4 1132.9 2.56018 1.24855 3.16046 1.90428 0.108158955 0.11665197999999999 1224.8 1216.1000000000001 2.56066 1.2486 3.15195 1.90429 0.0626326275 0.11669096000000001 1178.8 1172.3 2.56087 1.25684 3.14476 1.89822 0.00861116 0.0082829 1703.8999999999999 1703.8 2.57279 1.25317 3.15063 1.89567 0.0087198475 0.008233912500000001 796.6 789.2 2.7535 4.95024 3.22087 5.21328 0.01643801 1.1043850924999998 848.3000000000001 840.4 2.77464 1.65478 3.23758 2.06079 0.0197961875 0.0264353675 797.0999999999999 789.5999999999999 2.65753 1.41959 3.17705 1.9804 0.0184002925 0.01455702 829.4000000000001 821.7 2.7535 1.6646 3.22087 2.06063 0.01643801 0.0264501425 836.5 828.5999999999999 2.4962 1.23176 3.11917 1.90334 0.0079893025 0.007630735 1413.3999999999999 1413.3999999999999 2.7535 1.70876 3.22087 2.06961 0.01643801 0.029520327500000002
173 1109.2 1103.1 2.55915 8.39952 3.15152 9.25742 0.0637706875 1.1509621349999999 1201.0 1192.9 2.72327 1.2772 3.20575 2.05926 0.013197490000000001 0.47176185 1146.1 1139.4 2.55863 1.24718 3.16016 1.90383 0.10885153750000001 0.1163714825 1231.8 1223.1000000000001 2.55915 1.24723 3.15152 1.90384 0.0637706875 0.11641027250000001 1185.5 1178.8 2.55937 1.25541 3.14422 1.89762 0.008593047500000001 0.0082259075 1713.6999999999998 1713.6 2.57174 1.25204 3.15026 1.8952 0.008706085 0.008191039999999998 801.1 793.7 2.75338 8.98208 3.22079 9.23384 0.0164226925 1.0935840025 853.1 845.1 2.77463 1.65427 3.23757 2.06068 0.0197930125 0.026400234999999998 801.7 794.2 2.65745 1.41503 3.17683 1.98352 0.0106055425 0.1324442425 834.0999999999999 826.4000000000001 2.75338 1.66396 3.22079 2.06049 0.0164226925 0.0264080375 841.2 833.3 2.49617 1.23174 3.11916 1.90333 0.0079890225 0.0075402725 1421.2 1421.2 2.75338 1.70824 3.22079 2.06951 0.0164226925 0.02948168
174 1115.6 1109.2 2.55764 3.10268 3.15134 4.04092 0.06488021000000001 1.134309765 1207.9 1199.7 2.72294 1.2745 3.2056 2.05845 0.0131731875 0.47477299 1152.8 1146.1 2.55711 1.24582 3.15956 1.9034 0.1088986675 0.116193015 1238.8 1230.0 2.55764 1.24587 3.15134 1.9034 0.06488021000000001 0.1162314875 1192.0 1185.5 2.55788 1.254 3.14368 1.89702 0.008575145 0.008169285 1723.3 1723.2 2.57069 1.25093 3.14988 1.89474 0.008692445 0.008148362499999999 805.6 798.2 2.75326 4.96895 3.22071 5.23204 0.0164074325 1.10815322 857.9 850.0 2.77462 1.65376 3.23755 2.06058 0.0197898525 0.0263653525 806.0999999999999 798.5999999999999 2.6574 1.62867 3.17686 2.19856 0.010420922499999999 0.6308914075000001 839.0 831.0 2.75326 1.66332 3.22071 2.06036 0.0164074325 0.0263661425 845.9000000000001 838.0 2.49549 1.23147 3.11884 1.90325 0.0079827075 0.00682782 1429.1 1429.1 2.75326 1.70771 3.22071 2.06941 0.0164074325 0.0294431775
175 1121.7 1115.6 2.55613 8.32305 3.15093 9.19263 0.0660612225 1.1491919725 1214.9 1206.6000000000001 2.72262 1.27326 3.20546 2.05902 0.013149075 0.47183292 1159.4 1152.9 2.55556 1.24448 3.15929 1.90298 0.10959975749999999 0.1159080675 1245.8 1237.0 2.55613 1.24453 3.15093 1.90299 0.0660612225 0.1159463525 1198.4 1192.0 2.55638 1.25261 3.14314 1.89647 0.0085574525 0.008112949999999999 1733.1 1733.0 2.56965 1.24983 3.14951 1.8943 0.008678927500000001 0.008105895 810.2 802.7 2.75314 9.00186 3.22063 9.25363 0.016392227500000002 1.0937346825 862.6 854.8000000000001 2.77461 1.65325 3.23754 2.06047 0.019786707499999997 0.02633071 810.7 803.0999999999999 2.65717 1.42013 3.17677 1.99115 0.0105051325 0.2018288025 843.7 835.7 2.75314 1.66268 3.22063 2.06022 0.016392227500000002 0.026324452499999998 850.5999999999999 842.7 2.49344 1.23122 3.11794 1.90327 0.00875909 0.007220755 1437.2 1437.2 2.75314 1.70718 3.22063 2.0693 0.016392227500000002 0.0294048225
176 1128.0 1121.7 2.55462 3.06942 3.15074 4.01301 0.067167615 1.132364645 1221.7 1213.6000000000001 2.72229 1.27061 3.20532 2.05821 0.0131251475 0.47479589499999997 1166.3 1159.6 2.55404 1.24315 3.15867 1.90259 0.1096354675 0.1157248025 1252.7 1244.1000000000001 2.55462 1.2432 3.15074 1.90259 0.067167615 0.11576278000000001 1205.1000000000001 1198.4 2.55489 1.25123 3.14259 1.89591 0.008539979999999999 0.0080570075 1742.6999999999998 1742.6 2.5686 1.24874 3.14914 1.89388 0.0086655325 0.008063645 814.7 807.2 2.75301 4.94791 3.22055 5.21373 0.01637708 1.10439167 867.3000000000001 859.5 2.77459 1.65274 3.23752 2.06037 0.019783574999999998 0.02629631 815.2 807.7 2.65622 1.41612 3.18035 1.98565 0.0522568225 0.1629682175 848.4000000000001 840.5 2.75301 1.66205 3.22055 2.06008 0.01637708 0.02628297 855.4000000000001 847.4000000000001 2.49336 1.23114 3.11821 1.90323 0.01102974 0.0068681275 1445.3999999999999 1445.3999999999999 2.75301 1.70666 3.22055 2.0692 0.01637708 0.0293666125
177 1134.1 1128.0 2.5531 8.28676 3.15034 9.16561 0.068358585 1.15288213 1228.6000000000001 1220.5 2.72197 1.26941 3.20517 2.05887 0.013101409999999999 0.47180396 1172.9 1166.4 2.55248 1.24184 3.15841 1.90221 0.1103453225 0.11543585 1259.7 1251.0 2.5531 1.24189 3.15034 1.90221 0.068358585 0.11547364 1211.6000000000001 1205.1000000000001 2.55339 1.24986 3.14205 1.8954 0.0085227225 0.008001385000000001 1752.5 1752.4 2.56757 1.24767 3.14877 1.89346 0.0086522575 0.00802163 819.2 811.7 2.75289 8.97974 3.22047 9.23427 0.01636199 1.09357873 872.2 864.2 2.77458 1.65224 3.2375 2.06027 0.0197804575 0.026262147500000003 819.5999999999999 812.2 2.67381 1.41055 3.22626 1.97685 0.3080233175 0.027792445000000002 853.0999999999999 845.2 2.75289 1.66141 3.22047 2.05994 0.01636199 0.026241689999999998 860.7 852.0999999999999 2.49333 1.23109 3.11785 1.90321 0.008029382500000001 0.007411839999999999 1453.3999999999999 1453.3999999999999 2.75289 1.70614 3.22047 2.0691 0.01636199 0.029328544999999998
178 1140.5 1134.1 2.55159 3.09219 3.15013 4.03751 0.06941328749999999 1.1278209075 1235.5 1227.3 2.72164 1.26682 3.20503 2.05805 0.0130778525 0.4747176675 1179.3 1172.9 2.55095 1.24054 3.15779 1.90186 0.11036961499999999 0.115248365 1266.7 1258.0 2.55159 1.24059 3.15013 1.90187 0.06941328749999999 0.11528585499999999 1218.1000000000001 1211.6000000000001 2.55188 1.24851 3.14151 1.89487 0.008505684999999999 0.0079461825 1762.1 1762.0 2.56653 1.24661 3.14839 1.89306 0.008639099999999999 0.0079798575 823.7 816.3 2.75277 4.96659 3.2204 5.23245 0.0163469525 1.1081595375 876.9 869.0 2.77457 1.65174 3.23749 2.06017 0.019777352499999998 0.02622822 824.0999999999999 816.7 2.65567 1.41036 3.17772 1.97629 0.0358698725 0.014379155000000001 857.8 849.9000000000001 2.75277 1.66078 3.2204 2.0598 0.0163469525 0.026200612499999998 865.5 857.0 2.49331 1.23107 3.11786 1.90322 0.00796309 0.0066883 1461.3 1461.3 2.75277 1.70562 3.2204 2.069 0.0163469525 0.029290624999999997
179 1146.6 1140.5 2.55007 8.28747 3.14974 9.16561 0.0705662 1.1508906425 1242.2 1234.2 2.72132 1.26565 3.20489 2.05879 0.01305448 0.4716762025 1185.8 1179.3 2.54939 1.23927 3.15755 1.90154 0.1110884925 0.11495591000000001 1273.6000000000001 1265.0 2.55007 1.23931 3.14974 1.90154 0.0705662 0.11499321500000001 1224.8 1218.1000000000001 2.55038 1.24717 3.14097 1.89439 0.008488865 0.007891335 1771.6999999999998 1771.6 2.5655 1.24556 3.14802 1.89266 0.0086260625 0.00793834 828.2 820.8 2.75265 8.99959 3.22033 9.25412 0.0163319725 1.09373865 881.7 873.8000000000001 2.77455 1.65124 3.23747 2.06006 0.019774260000000002 0.0261945225 828.5 821.2 2.65541 1.41027 3.17605 1.97618 0.0110646025 0.0141306525 862.5999999999999 854.5999999999999 2.75265 1.66015 3.22033 2.05967 0.0163319725 0.026159735 870.3 861.9000000000001 2.49329 1.23105 3.11785 1.90322 0.0079617375 0.0066844999999999995 1469.3 1469.3 2.75265 1.7051 3.22033 2.0689 0.0163319725 0.0292528475
180 1153.0 1146.6 2.54855 3.10149 3.1495 4.04939 0.07151479000000001 1.1327130825 1249.0 1241.0 2.72099 1.26311 3.20475 2.05796 0.013031285 0.47453972499999997 1192.5 1185.8 2.54786 1.238 3.15692 1.90124 0.1111013925 0.1147648275 1280.6000000000001 1271.9 2.54855 1.23804 3.1495 1.90125 0.07151479000000001 0.1148018325 1231.3 1224.8 2.54888 1.24585 3.14043 1.8939 0.008472267499999998 0.0078369475 1781.6 1781.5 2.56446 1.24452 3.14765 1.89228 0.008613145 0.0078970825 832.7 825.3 2.75253 4.94563 3.22025 5.21419 0.0163170475 1.1043983149999999 886.5000000000001 878.5 2.77454 1.65074 3.23745 2.05996 0.019771180000000003 0.026161055000000003 833.0999999999999 825.5999999999999 2.65537 1.40985 3.17605 1.97604 0.0103730325 0.0142701825 867.3 859.5 2.75253 1.65952 3.22025 2.05953 0.0163170475 0.0261190575 875.3 867.0 2.49318 1.23103 3.1178 1.90322 0.007959085 0.00668323 1477.5 1477.5 2.75253 1.70458 3.22025 2.0688 0.0163170475 0.02921521
181 1159.2 1153.1 2.54703 8.34832 3.14911 9.22944 0.072581745 1.1532187325 1255.9 1247.7 2.72067 1.26198 3.20461 2.05877 0.0130082675 0.4714513775 1199.0 1192.5 2.5463 1.23675 3.1567 1.90097 0.11182955250000001 0.114469425 1287.6000000000001 1278.9 2.54703 1.2368 3.14911 1.90097 0.072581745 0.11450624000000001 1237.7 1231.3 2.54737 1.24455 3.13989 1.89346 0.008455885 0.0077829475 1791.1 1791.0 2.56344 1.2435 3.14727 1.89191 0.0086003425 0.007856095 837.2 829.8 2.75242 8.97744 3.22018 9.23471 0.0163021775 1.0935740475 891.1999999999999 883.4 2.77453 1.65025 3.23744 2.05986 0.019768115000000003 0.026127815 837.5999999999999 830.0999999999999 2.65526 1.40834 3.17604 1.97704 0.010409050000000001 0.0648252375 872.0 864.2 2.75242 1.65889 3.22018 2.05939 0.0163021775 0.026078577500000002 880.0 871.8 2.49307 1.23081 3.11775 1.90323 0.00795803 0.0066702175 1485.3 1485.3 2.75242 1.70406 3.22018 2.06869 0.0163021775 0.029177715
182 1165.7 1159.2 2.54551 3.09302 3.14882 4.04862 0.073380155 1.13312433 1262.7 1254.6000000000001 2.72035 1.25948 3.20447 2.05792 0.0129854275 0.4742638175 1205.4 1199.0 2.54476 1.23551 3.15606 1.90073 0.11183109249999999 0.11427538749999999 1294.6000000000001 1285.9 2.54551 1.23556 3.14882 1.90073 0.073380155 0.11431190499999999 1244.2 1237.7 2.54586 1.24326 3.13936 1.89301 0.0084397225 0.0077294425 1801.0 1800.9 2.56241 1.24248 3.1469 1.89156 0.00858766 0.00781538 841.7 834.3 2.7523 4.96429 3.2201 5.23288 0.0162873625 1.10816551 896.0000000000001 888.1 2.77451 1.64976 3.23742 2.05976 0.0197650625 0.0260947975 842.0999999999999 834.7 2.65457 1.42932 3.17654 2.00547 0.023679545 0.31077220499999997 876.7 868.9000000000001 2.7523 1.65827 3.2201 2.05925 0.0162873625 0.026038295000000003 884.8 876.7 2.49192 1.22993 3.11723 1.90329 0.0079486425 0.0073988775000000005 1493.1 1493.1 2.7523 1.70355 3.2201 2.06859 0.0162873625 0.0291403625
183 1171.8 1165.7 2.54398 8.39036 3.14843 9.27323 0.074327125 1.1542780525 1269.4 1261.4 2.72002 1.2584 3.20434 2.0588 0.0129627625 0.4711314275 1212.2 1205.4 2.54319 1.2343 3.15585 1.90053 0.1125687975 0.1139776125 1301.7 1292.9 2.54398 1.23434 3.14843 1.90053 0.074327125 0.1140139375 1250.9 1244.2 2.54435 1.24198 3.13883 1.8926 0.008423769999999999 0.0076763625 1810.6999999999998 1810.6 2.56139 1.24148 3.14654 1.89121 0.008575092500000001 0.0077749375 846.1 838.8 2.75218 8.99736 3.22003 9.2546 0.0162726 1.0937420174999999 900.6999999999999 892.9 2.7745 1.64927 3.23741 2.05966 0.019762019999999998 0.026062002499999997 846.5 839.2 2.66016 1.40703 3.20208 1.97482 0.18771061249999998 0.01725072 881.5999999999999 873.5999999999999 2.75218 1.65764 3.22003 2.05912 0.0162726 0.0259982075 889.5999999999999 881.3999999999999 2.48539 1.22989 3.11633 1.90339 0.024804774999999998 0.00932175 1501.3999999999999 1501.3999999999999 2.75218 1.70303 3.22003 2.06849 0.0162726 0.029103149999999998
184 1178.2 1171.8 2.54245 3.03593 3.14809 4.00435 0.0749524725 1.1312649799999999 1276.3 1268.1000000000001 2.7197 1.25594 3.2042 2.05793 0.0129402675 0.4738919775 1218.7 1212.2 2.54165 1.23309 3.15521 1.90034 0.1125590175 0.11378127 1308.7 1299.9 2.54245 1.23313 3.14809 1.90034 0.0749524725 0.1138173 1257.3 1250.9 2.54284 1.24072 3.13829 1.89219 0.008408032499999999 0.0076238 1820.6 1820.5 2.56036 1.24049 3.14617 1.89089 0.0085626425 0.007734767500000001 850.7 843.2 2.75206 4.94339 3.21996 5.21466 0.016257895 1.10440502 905.4 897.6 2.77449 1.64879 3.23739 2.05956 0.019758992500000003 0.026029425 851.0 843.5999999999999 2.65419 1.40693 3.17675 1.97469 0.024933025 0.014063309999999999 886.3 878.3 2.75206 1.65702 3.21996 2.05898 0.016257895 0.0259583125 894.3999999999999 886.3 2.48527 1.22986 3.11447 1.90325 0.011856 0.0066255575 1509.3 1509.3 2.75206 1.70252 3.21996 2.06839 0.016257895 0.029066075
185 1184.4 1178.2 2.54091 8.32807 3.14769 9.22283 0.0757658275 1.150533935 1283.1000000000001 1275.0 2.71938 1.25489 3.20406 2.05887 0.0129179425 0.47071857 1225.2 1218.7 2.54008 1.2319 3.15501 1.90018 0.11330652000000001 0.1134817075 1315.7 1307.0 2.54091 1.23194 3.14769 1.90018 0.0757658275 0.1135175375 1263.7 1257.3 2.54133 1.23947 3.13776 1.89182 0.0083925 0.0075716875 1830.1999999999998 1830.1 2.55934 1.2395 3.1458 1.89058 0.00855031 0.0076948675 855.2 847.7 2.75194 8.9752 3.21989 9.23516 0.01624324 1.0935699225000002 910.1999999999999 902.3000000000001 2.77447 1.6483 3.23738 2.05946 0.0197559775 0.025997065 855.5 848.0999999999999 2.65407 1.40679 3.17557 1.97459 0.010370039999999999 0.0140273325 891.0 883.0999999999999 2.75194 1.6564 3.21989 2.05884 0.01624324 0.02591861 899.2 891.0 2.48523 1.22985 3.11432 1.90325 0.008237244999999999 0.0066216274999999995 1517.3 1517.3 2.75194 1.70201 3.21989 2.06829 0.01624324 0.029029140000000002
186 1190.6 1184.5 2.53938 3.00984 3.14731 3.98234 0.076218025 1.128070865 1289.8 1281.8 2.71906 1.25248 3.20392 2.058 0.0128957875 0.47342651 1231.7 1225.2 2.53854 1.23071 3.15437 1.90005 0.113285465 0.11328369499999999 1322.7 1314.0 2.53938 1.23075 3.14731 1.90004 0.076218025 0.11331923 1270.5 1263.7 2.53981 1.23823 3.13723 1.89145 0.0083771725 0.0075201124999999995 1840.0 1839.9 2.55833 1.23853 3.14543 1.89028 0.008538095 0.0076552325 859.7 852.3 2.75182 4.96203 3.21982 5.23331 0.01622864 1.1081711625000001 915.0000000000001 907.0000000000001 2.77446 1.64782 3.23736 2.05936 0.019752975 0.025964917499999997 860.0999999999999 852.5999999999999 2.65403 1.40608 3.17553 1.97448 0.010325585 0.01708502 895.7 887.8 2.75182 1.65579 3.21982 2.05871 0.01622864 0.025879100000000002 903.8 895.8 2.48521 1.22982 3.1143 1.90325 0.0080902475 0.0066188825 1525.1 1525.1 2.75182 1.7015 3.21982 2.06819 0.01622864 0.0289923425
187 1196.9 1190.6 2.53783 8.31726 3.14689 9.21596 0.0769027525 1.1545752875000002 1296.7 1288.6000000000001 2.71873 1.25146 3.20378 2.059 0.0128737975 0.47021521 1238.4 1231.7 2.53696 1.22955 3.1542 1.89994 0.11404301750000001 0.11298291 1329.7 1320.9 2.53783 1.22959 3.14689 1.89993 0.0769027525 0.1130182425 1276.9 1270.5 2.53829 1.23701 3.1367 1.89114 0.0083620425 0.0074689975 1849.8 1849.7 2.55731 1.23757 3.14506 1.89001 0.008525995 0.00761585 864.1 856.8 2.7517 8.99517 3.21975 9.25508 0.0162140925 1.09374482 919.8000000000001 911.9 2.77445 1.64735 3.23735 2.05926 0.019749984999999998 0.0259329825 864.5 857.0999999999999 2.65361 1.40766 3.17535 1.9785 0.010366965 0.115802775 900.4000000000001 892.5 2.7517 1.65517 3.21975 2.05857 0.0162140925 0.0258397775 908.5999999999999 900.5 2.48513 1.22972 3.11424 1.90326 0.0079021425 0.0066131 1533.0 1533.0 2.7517 1.70099 3.21975 2.06809 0.0162140925 0.02895568
188 1203.1 1196.9 2.53629 3.06789 3.14648 4.04015 0.077198705 1.1309860775 1303.5 1295.5 2.71841 1.24909 3.20364 2.05811 0.012851972500000001 0.47286990500000003 1245.1 1238.4 2.53541 1.2284 3.15354 1.89985 0.1140107325 0.1127838225 1336.7 1328.0 2.53629 1.22844 3.14648 1.89985 0.077198705 0.11281886249999999 1283.4 1276.9 2.53677 1.2358 3.13618 1.89083 0.008347110000000001 0.00741842 1859.3999999999999 1859.3 2.5563 1.23662 3.14469 1.88975 0.0085140125 0.00757671 868.6 861.2 2.75159 4.9412 3.21968 5.21515 0.0161995975 1.1044117900000001 924.5000000000001 916.6 2.77444 1.64687 3.23733 2.05916 0.0197470075 0.025901254999999998 869.0 861.5999999999999 2.65172 1.40637 3.18496 1.97679 0.0986103 0.086237425 905.2 897.1000000000001 2.75159 1.65456 3.21968 2.05844 0.0161995975 0.0258006425 913.3 905.3 2.48504 1.22955 3.1142 1.90326 0.00789942 0.006605815 1541.2 1541.2 2.75159 1.70048 3.21968 2.06799 0.0161995975 0.0289191575
189 1209.3 1203.1 2.53474 8.36145 3.14605 9.26184 0.07777173500000001 1.1559103075000001 1310.2 1302.2 2.71809 1.2481 3.2035 2.05915 0.012830310000000001 0.46962389250000003 1251.8 1245.2 2.53383 1.22726 3.15338 1.89979 0.11477857 0.1124823475 1343.7 1335.0 2.53474 1.2273 3.14605 1.89979 0.07777173500000001 0.112517175 1290.1000000000001 1283.4 2.53525 1.23461 3.13566 1.89057 0.008332365 0.007368302500000001 1869.3 1869.2 2.55529 1.23567 3.14432 1.8895 0.0085021425 0.0075378024999999994 873.3 865.7 2.75147 8.973 3.21961 9.23563 0.016185155000000003 1.0935663150000001 929.1999999999999 921.4 2.77442 1.6464 3.23731 2.05906 0.019744039999999997 0.025869734999999998 873.5999999999999 866.0999999999999 2.7593 1.40493 3.32456 1.97373 0.5535652025000001 0.013985162499999999 909.9000000000001 902.0 2.75147 1.65395 3.21961 2.0583 0.016185155000000003 0.025761695 917.8999999999999 910.0 2.48498 1.22928 3.11416 1.90329 0.0079059675 0.006687087499999999 1549.1 1549.1 2.75147 1.69998 3.21961 2.06789 0.016185155000000003 0.0288827675
190 1215.5 1209.3 2.53319 3.06667 3.1456 4.0428 0.07793694000000001 1.13022642 1317.0 1309.0 2.71777 1.24578 3.20337 2.05825 0.0128088075 0.47222477249999995 1258.6 1251.9 2.53228 1.22613 3.15271 1.89975 0.1147350975 0.11228273 1350.7 1341.9 2.53319 1.22617 3.1456 1.89975 0.07793694000000001 0.1123172675 1296.5 1290.1000000000001 2.53373 1.23343 3.13514 1.8903 0.008317805 0.0073187125 1878.8999999999999 1878.8 2.55428 1.23474 3.14395 1.88927 0.00849039 0.0074991075 877.8 870.2 2.75135 4.95983 3.21954 5.23377 0.0161707675 1.1081765049999999 934.0000000000001 926.1999999999999 2.77441 1.64593 3.2373 2.05896 0.019741085000000002 0.0258384175 878.2 870.5999999999999 2.65386 1.40485 3.19681 1.97373 0.1450521825 0.013908975 914.6000000000001 906.7 2.75135 1.65334 3.21954 2.05816 0.0161707675 0.0257229325 922.5999999999999 914.5999999999999 2.48496 1.22924 3.11416 1.90326 0.007896407499999999 0.0067214025 1557.1 1557.1 2.75135 1.69947 3.21954 2.06779 0.0161707675 0.028846515
